index	word	Adaptation	Mitigation	Non-climate
598	providing	0.32840413	0.16056426	0.5110316
599	easier	0.30226412	0.18624228	0.5114936
600	access	0.29483533	0.16865584	0.5365088
601	tap	0.3486865	0.21765062	0.43366286
602	fitting	0.36470622	0.22273068	0.41256303
603	shading	0.41018656	0.16354287	0.4262706
604	ventilation	0.32073557	0.14594364	0.5333208
605	even	0.37595335	0.15365008	0.4703966
606	timetable	0.29614884	0.15972723	0.54412395
607	midday	0.39021948	0.17555079	0.43422967
608	hours	0.2970165	0.15660124	0.54638225
609	highest	0.29209822	0.18657054	0.5213312
610	cases	0.3913565	0.16087538	0.44776818
611	enviroment	0.39076766	0.17444022	0.43479213
612	varied	0.40657243	0.18460314	0.40882444
613	south	0.32697904	0.16029797	0.51272297
614	west	0.40007144	0.16819414	0.4317345
615	longer	0.38508475	0.20119278	0.41372243
616	warmer	0.4102863	0.16898625	0.42072743
617	season	0.4006451	0.17174739	0.42760754
618	beneficial	0.38030908	0.15478888	0.464902
619	kitley	0.3815174	0.17389998	0.44458267
620	house	0.30214474	0.16546857	0.5323867
621	hotel	0.38091034	0.15442762	0.464662
622	devon	0.3271661	0.1521359	0.5206981
623	actions	0.41189626	0.1672141	0.42088968
624	saving	0.33048275	0.23960526	0.42991194
625	management	0.41485286	0.1681373	0.41700986
626	attracted	0.29857486	0.21142599	0.4899992
627	customers	0.39241442	0.15610392	0.4514816
628	wildlife	0.41518408	0.16782571	0.41699025
629	credentials	0.40158102	0.173004	0.42541498
630	given	0.29861748	0.19626069	0.5051218
631	silver	0.39326274	0.18867283	0.41806442
632	award	0.31532618	0.2169919	0.46768194
633	hams	0.36437112	0.15096356	0.48466533
634	role	0.29415762	0.16972022	0.5361222
635	raising	0.3881529	0.1550992	0.4567479
636	awareness	0.41278064	0.16559294	0.42162645
637	encourage	0.28431726	0.18247999	0.53320277
638	people	0.29494494	0.16168897	0.5433661
639	behaviour	0.29437312	0.1595998	0.5460271
640	take	0.36578432	0.18456204	0.44965369
641	advantage	0.28253427	0.17109336	0.54637235
642	governments	0.30250674	0.19188517	0.50560814
643	acc	0.42426646	0.16255137	0.41318223
644	equipped	0.32573268	0.16841774	0.5058496
645	possible	0.37463722	0.18069372	0.4446691
646	navigate	0.33475947	0.15683207	0.5084085
647	complexities	0.39834645	0.17379592	0.4278576
648	stern	0.32926062	0.2313975	0.43934196
649	highlighted	0.41894174	0.16320165	0.41785666
650	lack	0.3770793	0.16074191	0.46217874
651	misaligned	0.40446988	0.16530299	0.43022713
652	public	0.37480134	0.16691028	0.4582884
653	goods	0.41226956	0.18362944	0.404101
654	constraints	0.4088088	0.19016896	0.4010222
655	three	0.29098386	0.19582151	0.5131947
656	broad	0.3664502	0.20498747	0.42856237
657	see	0.30157727	0.19004354	0.50837916
658	text	0.32177076	0.16358925	0.51464003
659	box	0.37560594	0.22042118	0.40397295
660	page	0.39508674	0.18402322	0.42089003
661	tackling	0.2675909	0.20005003	0.5323591
662	right	0.29293248	0.17612526	0.5309423
663	institutional	0.34924147	0.14434646	0.506412
664	efficient	0.34483936	0.23058836	0.42457223
665	tools	0.37081534	0.14608455	0.4831001
666	methodologies	0.39397243	0.16211791	0.44390962
667	document	0.28448027	0.17599507	0.53952473
668	website	0.3752099	0.14905366	0.4757364
669	resources	0.3588559	0.1475381	0.493606
670	free	0.28863242	0.17910412	0.5322635
671	charge	0.28642926	0.1958246	0.5177461
672	user	0.28247076	0.16549954	0.5520297
673	assistance	0.4100954	0.17616084	0.41374373
674	challenging	0.3177027	0.16467853	0.5176188
675	addressed	0.38601175	0.21647194	0.39751637
676	relevant	0.35596162	0.14374131	0.50029707
677	policy	0.38315177	0.21562973	0.4012185
678	defras	0.4203969	0.1633193	0.4162838
679	flood	0.41799828	0.16643667	0.41556498
680	helps	0.3271093	0.17967814	0.49321252
681	provides	0.39871863	0.17270653	0.42857486
682	protection	0.38509047	0.15369427	0.46121526
683	properties	0.4206402	0.16919762	0.41016218
684	defences	0.41470522	0.17048042	0.41481435
685	good	0.33259776	0.15174602	0.51565623
686	market	0.3094241	0.2133552	0.47722068
687	sufficient	0.3238833	0.22376317	0.4523536
688	defence	0.41927242	0.17145057	0.40927696
689	supporting	0.28421012	0.19711481	0.51867515
690	defra	0.41996855	0.16651398	0.41351753
691	agency	0.41083938	0.16688606	0.4222746
692	funds	0.29065236	0.15164165	0.557706
693	equity	0.41887668	0.17755705	0.40356624
694	justice	0.32292575	0.15424168	0.5228326
695	light	0.27163553	0.19314983	0.53521466
696	acknowledged	0.38869342	0.20257264	0.408734
697	further	0.36804724	0.20872605	0.42322665
698	push	0.31384167	0.1601283	0.52603006
699	groups	0.3587077	0.15222035	0.489072
700	exclusion	0.31272972	0.20242323	0.48484707
701	putting	0.32430214	0.2209886	0.4547093
702	poorer	0.32819706	0.15712576	0.51467717
703	communities	0.40543517	0.19312824	0.4014366
704	sir	0.31130335	0.15974656	0.5289501
705	michael	0.3839126	0.17637879	0.43970856
706	pitt	0.41662812	0.16559763	0.41777426
707	recently	0.3281158	0.18391757	0.48796657
708	leadership	0.2972461	0.16167335	0.54108053
709	imperative	0.3483082	0.20178351	0.44990832
710	businesses	0.37201512	0.15571544	0.47226942
711	responsibility	0.37415606	0.16380651	0.46203735
712	how	0.3670517	0.17071255	0.46223575
713	affect	0.40097958	0.16885744	0.43016306
714	behalf	0.35495073	0.14464854	0.50040066
715	framework	0.37459713	0.16548231	0.45992053
716	allow	0.35870153	0.15226904	0.48902935
717	efficent	0.42032334	0.16579627	0.41388035
718	effort	0.33571404	0.23720783	0.4270781
719	benefit	0.31726956	0.1573063	0.5254242
720	plan	0.3783272	0.1996945	0.42197835
721	clear	0.33322555	0.15843678	0.5083377
722	firm	0.27979535	0.18626827	0.5339364
723	action	0.40424988	0.18096381	0.41478634
724	processes	0.37420696	0.21368605	0.41210696
725	policies	0.37183082	0.21760103	0.41056818
726	programmes	0.3558773	0.14019552	0.5039271
727	context	0.42132527	0.1590795	0.41959527
728	key	0.31789586	0.19563265	0.48647147
729	responsible	0.28940883	0.16453218	0.546059
730	national	0.36887166	0.15247048	0.47865784
731	wellbeing	0.39748666	0.16294019	0.43957314
732	believed	0.3241321	0.22922535	0.4466425
733	adequate	0.30225238	0.22685038	0.4708972
734	progress	0.3314476	0.2186165	0.44993597
735	task	0.31561935	0.23198424	0.4523964
736	variety	0.34002176	0.15960266	0.50037557
737	reporting	0.4237412	0.16492075	0.41133797
738	enforcement	0.29187983	0.15768059	0.5504396
739	mechanisms	0.32957646	0.24081199	0.4296115
740	local	0.35972804	0.15025069	0.49002123
741	authority	0.37692207	0.16608657	0.45699134
742	indicators	0.40247878	0.16818777	0.42933342
743	regulatory	0.38120192	0.2122379	0.40656018
744	regimes	0.3074054	0.16034615	0.53224844
745	power	0.3687285	0.21724686	0.4140246
746	bill	0.4158975	0.17919253	0.40491003
747	world	0.29136246	0.17545478	0.5331828
748	legally	0.36420864	0.2112635	0.42452788
749	binding	0.35622203	0.20652658	0.43725136
750	cut	0.3264126	0.23425795	0.43932948
751	managing	0.4116431	0.16545086	0.42290604
752	responding	0.3920695	0.15955833	0.4483722
753	setting	0.34517795	0.20903817	0.44578388
754	ambitious	0.38007736	0.20637761	0.41354504
755	targets	0.32851052	0.2366238	0.43486568
756	reducing	0.32546464	0.23384957	0.4406858
757	powers	0.30195126	0.15364279	0.544406
758	achieve	0.30784142	0.20325379	0.4889048
759	strengthening	0.39516082	0.1707087	0.4341304
760	uks	0.2871758	0.20696191	0.50586224
761	requiring	0.42063105	0.16943265	0.40993628
762	assess	0.41261253	0.1642743	0.42311317
763	poses	0.41712826	0.16694003	0.4159317
764	least	0.2755365	0.19205403	0.5324094
765	publish	0.31536582	0.22278689	0.46184728
766	regularly	0.3534733	0.14191562	0.5046111
767	update	0.41816357	0.16035056	0.42148587
768	address	0.38915765	0.15864867	0.45219374
769	covering	0.36742872	0.21355617	0.4190151
770	reserved	0.4258732	0.16404843	0.4100784
771	matters	0.36080495	0.14242698	0.49676806
772	statutory	0.40422186	0.16517557	0.43060255
773	2012	0.28329808	0.20591645	0.51078546
774	allowing	0.27931824	0.19355245	0.5271293
775	authorities	0.39214346	0.15806046	0.44979608
776	undertakers	0.40568623	0.17194057	0.42237315
777	necessary	0.3031093	0.2204398	0.4764509
778	establishing	0.2867589	0.15477036	0.5584708
779	sub	0.39636052	0.19578832	0.4078512
780	committee	0.3575017	0.22176194	0.4207363
781	independent	0.30213317	0.16348827	0.5343786
782	oversee	0.3667394	0.14534156	0.487919
783	advise	0.32419214	0.16603568	0.5097721
784	routes	0.29879454	0.1850578	0.51614773
785	parliament	0.3715601	0.147377	0.4810629
786	becomes	0.398954	0.20805153	0.39299443
787	embedded	0.42207634	0.16915497	0.40876868
788	undertake	0.36241472	0.1467739	0.49081135
789	roles	0.3057271	0.15597492	0.538298
790	campaigning	0.38076335	0.1625793	0.45665738
791	helping	0.31542575	0.2023965	0.4821778
792	receives	0.3058728	0.20564446	0.48848283
793	brings	0.28153902	0.17467217	0.54378885
794	together	0.3101475	0.1728416	0.51701087
795	led	0.34760106	0.159647	0.49275193
796	ordinate	0.37823886	0.21206708	0.40969408
797	drive	0.27210045	0.19261737	0.5352822
798	development	0.32302144	0.23916848	0.43781
799	department	0.31714088	0.1795661	0.50329304
800	food	0.4126971	0.17273171	0.41457117
801	rural	0.38901645	0.19994706	0.41103646
802	affairs	0.32329845	0.16514175	0.5115598
803	acts	0.36468205	0.15666	0.4786579
804	central	0.30085078	0.20503326	0.49411604
805	ordinator	0.40877572	0.16592205	0.4253022
806	comprehensive	0.3824616	0.1960193	0.42151907
807	evidence	0.39914596	0.17666788	0.42418617
808	base	0.33575067	0.16541927	0.49883002
809	raise	0.3702575	0.14884274	0.48089978
810	embed	0.4261396	0.16452733	0.40933305
811	phases	0.27849847	0.18352257	0.53797895
812	phase	0.30841264	0.22187006	0.46971723
813	2008	0.36547136	0.22086607	0.4136626
814	2011	0.32233268	0.23861016	0.43905714
815	lay	0.31381565	0.1543838	0.5318006
816	groundwork	0.3887353	0.1865988	0.42466593
817	implement	0.40921396	0.16084364	0.4299423
818	developed	0.36827877	0.17953761	0.4521836
819	finalised	0.40143457	0.19968818	0.3988773
820	once	0.31728607	0.1524203	0.5302936
821	fuller	0.29641533	0.1557865	0.5477981
822	intention	0.35952598	0.22161897	0.41885507
823	latest	0.39453575	0.18464962	0.42081463
824	fulfil	0.33276427	0.14784579	0.51939
825	requirements	0.29709497	0.19382605	0.5090789
826	then	0.2841701	0.18528935	0.5305405
827	report	0.41225377	0.16703454	0.42071167
828	regular	0.29529428	0.1529683	0.5517374
829	basis	0.2885876	0.20379741	0.50761503
830	focused	0.34789547	0.15127103	0.5008335
831	elements	0.36100858	0.22450486	0.41448656
832	wide	0.40248773	0.17239226	0.42512
833	partnership	0.35053214	0.14430913	0.5051587
834	administrations	0.3176549	0.2364485	0.44589654
835	essentially	0.3985881	0.17055035	0.43086153
836	domestic	0.34667802	0.2257698	0.4275522
837	scope	0.3555794	0.1849571	0.4594635
838	countries	0.3219775	0.23977022	0.43825227
839	globalised	0.40169626	0.16339889	0.43490484
840	trade	0.3286064	0.1450515	0.5263421
841	security	0.3229666	0.2396696	0.43736386
842	migration	0.31214425	0.16778703	0.52006876
843	potentially	0.41660574	0.17092292	0.41247138
844	international	0.33083314	0.22555964	0.44360727
845	developments	0.36490226	0.2213949	0.41370276
846	better	0.30940118	0.15912496	0.5314739
847	implications	0.39988503	0.19256452	0.40755045
848	forthcoming	0.3938057	0.20078479	0.40540951
849	best	0.2971729	0.16879433	0.5340328
850	current	0.39968935	0.19552113	0.40478948
851	working	0.32306433	0.15597378	0.52096194
852	closely	0.3810497	0.19092615	0.42802417
853	dfid	0.33128166	0.22691652	0.44180182
854	fco	0.4252135	0.16405022	0.41073635
855	research	0.38189688	0.1669918	0.45111126
856	ministry	0.36484787	0.15346119	0.48169097
857	factor	0.29853398	0.1893172	0.5121488
858	european	0.29624194	0.18987052	0.5138876
859	union	0.30698776	0.15672189	0.53629035
860	commission	0.29544762	0.16873871	0.5358137
861	play	0.31368217	0.22936924	0.45694858
862	full	0.27937585	0.18993936	0.53068477
863	account	0.3894595	0.1876901	0.4228504
864	paper	0.38357455	0.20136027	0.4150652
865	was	0.3550547	0.15077008	0.49417531
866	published	0.37827212	0.2048514	0.4168765
867	june	0.2745326	0.20694359	0.5185238
868	2007	0.35239312	0.22872761	0.41887933
869	four	0.30901843	0.1641112	0.5268703
870	lines	0.38658556	0.14855804	0.4648564
871	priority	0.40506807	0.15867282	0.4362591
872	pillars	0.39937305	0.16806154	0.43256533
873	strategies	0.37355644	0.14869823	0.47774532
874	knowledge	0.36851615	0.15616882	0.47531503
875	integrating	0.42421022	0.16086431	0.41492546
876	eus	0.3414551	0.22435328	0.4341916
877	relations	0.35943747	0.14017405	0.5003885
878	alliance	0.28054658	0.166014	0.5534394
879	partners	0.36044917	0.14741248	0.49213833
880	advisory	0.379511	0.20149155	0.4189975
881	group	0.36275992	0.17478567	0.46245438
882	analyse	0.3619497	0.15507531	0.48297492
883	ordinated	0.3872747	0.1776016	0.43512365
884	consultation	0.29288086	0.20962334	0.49749586
885	ran	0.37592247	0.14353764	0.4805399
886	december	0.31858677	0.15526652	0.5261467
887	officials	0.3215719	0.14833122	0.5300969
888	white	0.31539023	0.23127432	0.45333543
889	ordination	0.37325844	0.21381046	0.4129311
890	input	0.39591002	0.20832774	0.3957622
891	line	0.36483294	0.15013462	0.48503244
892	supports	0.31827843	0.22268625	0.45903534
893	principles	0.35566816	0.14194337	0.50238854
894	objectives	0.39148414	0.1527536	0.4557622
895	tandem	0.34112054	0.16984764	0.48903185
896	try	0.2984438	0.22557367	0.47598255
897	critical	0.39351368	0.16078946	0.4456969
898	common	0.35439286	0.14684825	0.4987589
899	agricultural	0.39916307	0.19585311	0.40498382
900	reform	0.30097765	0.17645498	0.5225674
901	budget	0.3220343	0.23305398	0.44491175
902	health	0.36199182	0.14557146	0.49243677
903	protected	0.41845515	0.16721302	0.41433182
904	proportionate	0.34692782	0.14409341	0.5089788
905	must	0.26851955	0.20345591	0.5280245
906	taken	0.30811137	0.15829657	0.53359205
907	timescale	0.42420447	0.15916665	0.41662893
908	regionally	0.38232815	0.21661906	0.4010528
909	locally	0.3701276	0.1508098	0.4790626
910	rather	0.30102593	0.17817912	0.5207949
911	nationally	0.3399259	0.19362266	0.4664514
912	assessing	0.41091207	0.16778968	0.42129818
913	usual	0.3659304	0.15070187	0.48336777
914	collaborative	0.38343683	0.14880905	0.46775413
915	whole	0.28289193	0.20195054	0.5151575
916	sectors	0.40459868	0.16311884	0.43228245
917	alone	0.33763903	0.2315251	0.43083584
918	contribute	0.37185752	0.2003873	0.4277552
919	partnerships	0.35639524	0.14096163	0.50264317
920	stakeholder	0.3345151	0.14432836	0.5211565
921	levels	0.33009338	0.22473481	0.4451718
922	divided	0.39879727	0.16050607	0.44069666
923	workstreams	0.36689916	0.1496448	0.48345602
924	reflecting	0.3254761	0.22493057	0.44959334
925	described	0.35778743	0.2276358	0.41457674
926	know	0.29705608	0.16469155	0.53825235
927	whilst	0.40806806	0.16731338	0.4246185
928	service	0.34563187	0.14671981	0.5076483
929	wave	0.32710534	0.23252073	0.44037396
930	sophisticated	0.3021577	0.16481696	0.53302526
931	projections	0.384056	0.2101927	0.40575126
932	underlying	0.34348986	0.15675728	0.49975288
933	fact	0.32056758	0.15479687	0.5246355
934	size	0.28721836	0.20532703	0.5074546
935	fits	0.33217698	0.22475713	0.44306588
936	answer	0.34426185	0.17628248	0.47945565
937	analysing	0.4213911	0.16112854	0.4174804
938	growing	0.3481193	0.15276326	0.49911737
939	body	0.29175398	0.17297769	0.5352683
940	regions	0.41409296	0.16345988	0.4224471
941	biodiversity	0.41746297	0.16687067	0.4156664
942	date	0.27811584	0.2007158	0.52116835
943	examining	0.38990495	0.16086628	0.44922876
944	gap	0.29575318	0.1571345	0.5471123
945	commits	0.34580934	0.1846238	0.4695669
946	carrying	0.3446151	0.14949232	0.50589263
947	existing	0.38515797	0.2018701	0.41297194
948	identify	0.37146762	0.17629093	0.45224142
949	gaps	0.3490726	0.14726081	0.50366664
950	prioritise	0.35114366	0.15362082	0.49523556
951	strategic	0.3082692	0.15234077	0.53939
952	adaptive	0.43288267	0.15889011	0.40822718
953	recent	0.37008432	0.16365395	0.4662617
954	gaining	0.30364382	0.17351553	0.5228406
955	royal	0.3618148	0.15678245	0.48140272
956	assent	0.3982982	0.16251431	0.4391874
957	five	0.36058453	0.14596929	0.4934462
958	inform	0.3984422	0.16361484	0.43794295
959	ongoing	0.4096044	0.16422428	0.42617142
960	priorities	0.39863282	0.16154505	0.43982208
961	sure	0.39590284	0.15532406	0.44877306
962	reflect	0.32660887	0.23133305	0.44205812
963	valuable	0.41848767	0.1707933	0.41071904
964	private	0.30270675	0.16214217	0.53515106
965	assessments	0.3805287	0.1752724	0.44419888
966	worldwide	0.32419625	0.23185007	0.4439537
967	steps	0.3098355	0.22440615	0.46575835
968	methodology	0.38945162	0.2103641	0.40018424
969	details	0.3131533	0.23423652	0.45261016
970	costing	0.39597052	0.19052936	0.41350007
971	quantitative	0.42695984	0.15851079	0.4145294
972	complement	0.33046162	0.21969824	0.44984013
973	step	0.27695096	0.19950616	0.5235429
974	towards	0.28953782	0.1929085	0.51755375
975	objectively	0.37682438	0.18653196	0.4366437
976	compare	0.37738284	0.16201015	0.46060702
977	agencys	0.41162184	0.16002685	0.42835134
978	strategy	0.29760095	0.16014697	0.5422521
979	had	0.3331224	0.15067036	0.5162072
980	2005	0.3198808	0.22756942	0.45254976
981	sets	0.29674983	0.190283	0.51296717
982	systematic	0.38667333	0.15711388	0.45621273
983	embedding	0.40804604	0.16382731	0.42812663
984	core	0.39804584	0.15697204	0.4449821
985	delivery	0.38414508	0.21113756	0.40471736
986	freshwater	0.4215884	0.16408074	0.4143309
987	ecology	0.31662712	0.23937672	0.44399607
988	directive	0.28987414	0.1589912	0.55113465
989	waste	0.32834977	0.23740186	0.43424833
990	land	0.3916725	0.20727344	0.4010541
991	monitoring	0.4133751	0.17138822	0.41523677
992	examples	0.3913352	0.16260782	0.44605702
993	underway	0.3629534	0.19824414	0.43880248
994	revision	0.3072723	0.21776982	0.47495785
995	nafra	0.39786756	0.16560496	0.43652743
996	map	0.36441812	0.22593707	0.40964484
997	flows	0.37993804	0.17801712	0.44204485
